Code,Year,Est
SYC,2013,12207.158
SYC,2014,12619.899
SYC,2015,13175.081
SYC,2016,13780.247000000001
SYC,2017,14387.652
SYC,2018,14968.929
SYR,2012,NA
SYR,2013,NA
SYR,2014,NA
SYR,2015,NA
SYR,2016,NA
SYR,2017,NA
SYR,2018,NA
TCD,2012,1006.122
TCD,2013,1093.686
TCD,2014,1197.506
TCD,2015,1272.501
TCD,2016,1255.008
TCD,2017,1257.231
TCD,2018,1238.386
TGO,2012,584.605
TGO,2013,634.7930000000001
TGO,2014,662.653
TGO,2015,694.039
TGO,2016,721.545
TGO,2017,749.994
TGO,2018,775.8269999999999
THA,2012,5678.476999999999
THA,2013,6571.905
THA,2014,7188.854
THA,2015,7664.304
THA,2016,8190.463
THA,2017,8722.243000000002
THA,2018,9284.105
TJK,2012,953.3149999999999
TJK,2013,1052.309
TJK,2014,1115.93
TJK,2015,1191.386
TJK,2016,1277.934
TJK,2017,1373.43
TJK,2018,1470.367
TKM,2012,5998.674
TKM,2013,7051.494
TKM,2014,8229.857999999998
TKM,2015,9516.554999999998
TKM,2016,11301.66
TKM,2017,13456.704000000002
TKM,2018,15834.302
TLS,2012,3730.089
TLS,2013,3703.735
TLS,2014,3707.988
TLS,2015,4169.662000000001
TLS,2016,4471.624000000001
TLS,2017,4737.649
TLS,2018,5044.652000000001
TON,2012,4561.411
TON,2013,4711.956999999999
TON,2014,4861.143
TON,2015,5021.094
TON,2016,5210.54
TON,2017,5437.275
TON,2018,5555.205
TTO,2012,19018.205
TTO,2013,20054.153
TTO,2014,21102.79
TTO,2015,22121.538
TTO,2016,23158.798000000003
TTO,2017,24255.712
TTO,2018,25484.453
TUN,2012,4232.068
TUN,2013,4532.991
TUN,2014,4620.042
TUN,2015,4800.849
TUN,2016,4940.615000000001
TUN,2017,5141.584
TUN,2018,5391.538
TUR,2012,10609.178
TUR,2013,11236.054999999998
TUR,2014,11498.501
TUR,2015,12131.096
TUR,2016,13105.099
TUR,2017,14157.154999999999
TUR,2018,15298.661
TUV,2012,3259.539
TUV,2013,3317.159
TUV,2014,3316.203
TUV,2015,3311.642
TUV,2016,3309.9750000000004
TUV,2017,3306.2659999999996
TUV,2018,3303.747
TWN,2013,21141.093
TWN,2014,22474.726000000002
TWN,2015,24109.755
TWN,2016,25933.164
TWN,2017,27832.827
TWN,2018,29951.972
TZA,2012,599.1880000000001
TZA,2013,663.1080000000001
TZA,2014,712.5219999999999
TZA,2015,749.3249999999999
TZA,2016,787.949
TZA,2017,828.234
TZA,2018,864.144
UGA,2012,589.156
UGA,2013,579.833
UGA,2014,596.7030000000001
UGA,2015,626.049
UGA,2016,657.48
UGA,2017,693.02
UGA,2018,734.8319999999999
UKR,2012,3877.281
UKR,2013,4015.285
UKR,2014,4342.624000000001
UKR,2015,4725.191000000001
UKR,2016,5155.4349999999995
UKR,2017,5607.946999999999
UKR,2018,6134.852000000001
URY,2012,14614.147
URY,2013,15253.537
URY,2014,15884.113000000001
URY,2015,16643.303
URY,2016,17533.545000000002
URY,2017,18438.346
URY,2018,19396.147
USA,2012,49922.113
USA,2013,51248.208
USA,2014,53327.977
USA,2015,55837.311
USA,2016,58436.312000000005
USA,2017,61133.844000000005
USA,2018,63676.098
UZB,2012,1737.492
UZB,2013,1895.315
UZB,2014,2030.212
UZB,2015,2175.504
UZB,2016,2331.195
UZB,2017,2486.2439999999997
UZB,2018,2651.605
VCT,2012,6489.249
VCT,2013,6675.761
VCT,2014,7001.687
VCT,2015,7407.113
VCT,2016,7877.28
VCT,2017,8318.574999999999
VCT,2018,8784.592
VEN,2012,12956.079
VEN,2013,11527.408
VEN,2014,10818.663
VEN,2015,11050.654
VEN,2016,11344.681
VEN,2017,11560.065999999999
VEN,2018,11844.908
VNM,2012,1527.536
VNM,2013,1704.8929999999998
VNM,2014,1843.878
VNM,2015,1965.1219999999998
VNM,2016,2132.2039999999997
VNM,2017,2295.924
VNM,2018,2473.715
VUT,2012,3124.8770000000004
VUT,2013,3239.318
VUT,2014,3374.736
VUT,2015,3533.446
VUT,2016,3699.62
VUT,2017,3873.609
VUT,2018,4055.781
WSM,2012,3727.123
WSM,2013,3729.129
WSM,2014,4057.678
WSM,2015,4238.724
WSM,2016,4423.548
WSM,2017,4617.854
WSM,2018,4820.736
YEM,2012,1376.957
YEM,2013,1461.068
YEM,2014,1507.187
YEM,2015,1546.276
YEM,2016,1587.668
YEM,2017,1638.3919999999998
YEM,2018,1699.6039999999998
ZAF,2012,7506.583
ZAF,2013,7256.976999999999
ZAF,2014,7488.809
ZAF,2015,7739.885
ZAF,2016,7990.543
ZAF,2017,8242.625
ZAF,2018,8510.268
ZMB,2012,1473.815
ZMB,2013,1617.8729999999998
ZMB,2014,1753.6329999999998
ZMB,2015,1893.6829999999998
ZMB,2016,2045.939
ZMB,2017,2203.304
ZMB,2018,2368.889
ZWE,2012,755.55
ZWE,2013,836.971
ZWE,2014,929.538
ZWE,2015,1023.7280000000001
ZWE,2016,1127.785
ZWE,2017,1241.939
ZWE,2018,1367.0929999999998
